"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol"
"ENSG00000003756",2957.87449781706,-0.183767745063386,0.0804948658973949,-2.28297473403622,0.0224318566853616,0.121226999687725,"RBM5"
"ENSG00000003987",30.2673614014711,0.754684028303774,0.350787851072248,2.15139727900195,0.0314448557833242,0.15357656105776,"MTMR7"
"ENSG00000003989",39.5398447202775,0.586931678287116,0.730309093439949,0.80367570876396,0.421584286506007,0.732297232949142,"SLC7A2"
"ENSG00000004059",1684.3217819095,0.379689878070298,0.114186215780917,3.32518137564684,0.000883610321481297,0.00995175406189335,"ARF5"
"ENSG00000004139",312.643392000576,-0.0807770402249801,0.204988935275066,-0.394055611424045,0.69353998194776,0.900464017341432,"SARM1"
"ENSG00000004142",1468.18173216884,0.152287956451941,0.127369092081768,1.19564294573267,0.231835924842747,0.541163596407243,"POLDIP2"
"ENSG00000004399",3661.96471974267,-0.0519472683364572,0.217228480180318,-0.239136545508842,0.810999704497721,0.947088893946911,"PLXND1"
"ENSG00000004455",1236.90625297069,-0.091856755600719,0.164575069326636,-0.558145021457707,0.576745359610345,0.835657262938124,"AK2"
"ENSG00000004468",5.59935950029571,0.24158454026637,0.814108985892991,0.296747173231822,0.766659539253496,NA,"CD38"
"ENSG00000004478",612.469678830193,-0.00303833336147218,0.166565480952998,-0.0182410745857334,0.985446535298949,0.995787421289714,"FKBP4"
"ENSG00000004487",1255.80031118487,-0.334105981348823,0.0960271346880849,-3.47928720807994,0.000502749460012701,0.00637172542583473,"KDM1A"
"ENSG00000004534",1306.14906893784,-0.303531313700846,0.158956283611658,-1.9095269894608,0.0561941434642364,0.228860574660753,"RBM6"
"ENSG00000004660",79.865424377978,-0.645176223114842,0.378104343142209,-1.70634438566125,0.0879439786526974,0.305354708262377,"CAMKK1"
"ENSG00000004700",1510.20849871797,0.409553246358571,0.119154785057031,3.43715316311088,0.000587863076978177,0.00716137447523839,"RECQL"
"ENSG00000004766",495.212595858396,-0.114357020360202,0.129930646197615,-0.880138933398929,0.378784050049927,0.696270111539686,"VPS50"
"ENSG00000004776",12520.3502740741,-0.154542221641233,0.245611869287686,-0.629213165021014,0.529209511132064,0.802677491890362,"HSPB6"
"ENSG00000004777",104.39554381318,-0.471432947912118,0.409431217289574,-1.1514338135548,0.249553809655269,0.562913593364053,"ARHGAP33"
"ENSG00000004779",366.340319770589,0.109903272914825,0.136518511217487,0.805043007975222,0.420794861906035,0.731872650920565,"NDUFAB1"
"ENSG00000004799",935.559303330853,2.55967531416087,0.911031411160663,2.80964551035603,0.00495960938100022,0.0399626240854842,"PDK4"
"ENSG00000004809",1.40994350389939,0.0528182171448052,1.54285854989983,0.0342339984104405,0.972690555610917,NA,"SLC22A16"
"ENSG00000004838",16.3434516100777,-0.923937905601312,0.411465406237216,-2.24548137363618,0.0247372466701389,0.130023098066588,"ZMYND10"
"ENSG00000004846",22.073292550198,-1.58995191849405,0.649411925463385,-2.44829492060766,0.0143534114619534,0.0889892906209919,"ABCB5"
"ENSG00000004848",0.13880171053401,0.894699722854172,3.5338115409304,0.253182636507721,0.800127083554548,NA,"ARX"
"ENSG00000004864",152.306716934468,0.0559735430574073,0.274607904505355,0.203830778863526,0.838485739678406,0.958175795882323,"SLC25A13"
"ENSG00000004866",523.884326788918,-0.614081619535385,0.212089177091164,-2.8953934753183,0.00378683532464578,0.0325166430999883,"ST7"
"ENSG00000004897",1680.01793286077,-0.16186472522899,0.100718289428676,-1.60710359704446,0.108031644378791,0.347981761775303,"CDC27"
"ENSG00000004939",8.67357060287904,-0.609547355705629,0.567026525058366,-1.07498913854671,0.282379591167738,0.60272209220315,"SLC4A1"
"ENSG00000004948",0,NA,NA,NA,NA,NA,"CALCR"
"ENSG00000004961",435.963192136172,-0.166362433872801,0.141777470104928,-1.17340529316596,0.240633315590352,0.551558891822458,"HCCS"
"ENSG00000004975",1003.16479833127,-0.346747941966267,0.162596379854634,-2.13256864806135,0.0329601274989355,0.158759428141773,"DVL2"
"ENSG00000005001",0,NA,NA,NA,NA,NA,"PRSS22"
"ENSG00000005007",2286.27675995712,0.221287389623267,0.0941891111330581,2.34939460582297,0.0188039667250446,0.10773929349444,"UPF1"
"ENSG00000005020",752.819690039845,0.0733029434156365,0.150898998900366,0.485774882204725,0.627126784848808,0.866799594424492,"SKAP2"
"ENSG00000005022",1300.3667432696,-0.0771831871458338,0.116837243432594,-0.660604314842147,0.508866101175823,0.791612284133337,"SLC25A5"
"ENSG00000005059",215.744400092371,0.223333742293066,0.257310943901946,0.867952753607605,0.385420197714735,0.702642602567001,"MCUB"
"ENSG00000005073",0.424982332670398,-1.07930584775544,2.57996149659923,-0.418341843154685,0.675697200640196,NA,"HOXA11"
"ENSG00000005075",614.656589191918,0.0987774136474005,0.160701421367433,0.614664218940246,0.538776494398517,0.809920841790926,"POLR2J"
"ENSG00000005100",502.327471136299,0.314431906569695,0.130839049902273,2.40319619260879,0.016252465284977,0.0976763953025113,"DHX33"
"ENSG00000005102",0.442262621211789,-2.19311639032443,3.46383756581174,-0.633146430413079,0.526638024312906,NA,"MEOX1"
"ENSG00000005108",12.5069565681574,0.931827302368347,0.62386842249903,1.49362793301146,0.135272894322066,0.396788976724747,"THSD7A"
"ENSG00000005156",284.201575596381,-0.385472964535955,0.204303015032707,-1.88677080695184,0.0591911592515896,0.236926683485146,"LIG3"
"ENSG00000005175",347.42491006876,-0.199143134585097,0.288695838202298,-0.689802581932446,0.490318344784104,0.778689635544855,"RPAP3"
"ENSG00000005187",26.7924966379797,-0.327508993597619,0.412427837630296,-0.794100115742432,0.427137150249608,0.73598101429874,"ACSM3"
"ENSG00000005189",79.0300154216569,-0.439827350123926,0.271060708686852,-1.62261565777888,0.104671591230819,0.341377932004459,"REXO5"
"ENSG00000005194",458.750922474384,0.128001741705938,0.161082372388577,0.794635314888217,0.426825669504727,0.735640427346734,"CIAPIN1"
"ENSG00000005206",687.428245938322,0.101318640261898,0.139395343076563,0.726843795680093,0.46732165072321,0.763887983491844,"SPPL2B"
"ENSG00000005238",705.733199499233,-0.205823448701703,0.115317922872403,-1.78483485979403,0.0742881071410849,0.27365451835778,"FAM214B"
"ENSG00000005243",993.989596404182,-0.106568991209102,0.185247669806808,-0.575278443827345,0.565102997749649,0.829196969719524,"COPZ2"
"ENSG00000005249",301.336933757971,0.660281695683326,0.225584944251052,2.92697590202874,0.00342275400156831,0.0300153503856178,"PRKAR2B"
"ENSG00000005302",469.935385547665,0.190286741036723,0.159043372108786,1.19644558910991,0.2315227197525,0.540926610041414,"MSL3"
"ENSG00000005339",2604.13968768159,-0.104401290810072,0.135772878584647,-0.768940689027106,0.44192852106632,0.74730404847986,"CREBBP"
"ENSG00000005379",158.961412885247,0.120941680592475,0.284870375536179,0.42454986891789,0.67116484435805,0.889136035196602,"TSPOAP1"
"ENSG00000005381",7.12408517617175,1.17019109110577,1.30318497919068,0.897947037290513,0.369213786050091,0.688514675142455,"MPO"
"ENSG00000005421",0.106546340246823,-0.5479727975451,3.5338115409304,-0.155065653954152,0.876769558794206,NA,"PON1"
"ENSG00000005436",302.967289999217,0.156958459876165,0.13919726830711,1.12759727101734,0.259490039741868,0.575404663807578,"GCFC2"
"ENSG00000005448",234.244457375311,0.280155940375173,0.158290991456836,1.76987924452775,0.0767472590916727,0.279765677237392,"WDR54"
"ENSG00000005469",422.232491862876,-0.273993745235622,0.243918522861627,-1.12330028085262,0.261309984585219,0.57824017722742,"CROT"
"ENSG00000005471",33.2839581855106,-1.22916822515791,0.509497843510648,-2.41250918097797,0.0158431384238073,0.0958635046162875,"ABCB4"
"ENSG00000005483",1867.57277020935,0.0138036672471095,0.131024621239485,0.105351705019466,0.916096736536229,0.980213147076852,"KMT2E"
"ENSG00000005486",856.445860419445,-0.151783516444304,0.189514903130667,-0.800905437709309,0.423186391876041,0.733653847207327,"RHBDD2"
"ENSG00000005513",4.19025057528613,-0.664736558009514,1.01926333414477,-0.652173521543646,0.514289239245688,NA,"SOX8"
"ENSG00000005700",579.449582755315,-0.0875213001749502,0.132871316344666,-0.658692203725304,0.510093440379036,0.792542391277507,"IBTK"
"ENSG00000005801",220.819344240061,-0.245459543337015,0.221062041620952,-1.1103649524684,0.266841794362337,0.5848482663845,"ZNF195"
"ENSG00000005810",2862.99024994653,-0.062716320126168,0.120428838483482,-0.52077493161881,0.602523568222965,0.852744671291488,"MYCBP2"
"ENSG00000005812",1499.03049853399,0.408597266965268,0.17164090271197,2.38053552800834,0.0172874939182444,0.102143557930611,"FBXL3"
"ENSG00000005844",3.21951546901152,-0.938820856116877,1.14106009313158,-0.822761975261387,0.410643364092922,NA,"ITGAL"
"ENSG00000005882",1066.40685200078,-0.127921219655268,0.145626388619836,-0.878420599917586,0.37971550922252,0.696943030724999,"PDK2"
"ENSG00000005884",1294.27596518976,0.33353461057015,0.276385914344774,1.20677137748086,0.227520201856289,0.535363190410344,"ITGA3"
"ENSG00000005889",800.115454708102,0.016293504124105,0.227737419990309,0.0715451335349207,0.942963905198858,0.987180946877716,"ZFX"
"ENSG00000005893",5133.58060707205,0.0430750841642331,0.0826537025152923,0.521151295748228,0.602261379525407,0.85267129934936,"LAMP2"
"ENSG00000005961",10.2882547896421,-0.619825996164357,0.637162035121134,-0.972791789213428,0.330656794314543,0.655081697827149,"ITGA2B"
"ENSG00000005981",6.43695995371267,-0.62966058947423,0.791461646074218,-0.795566775215769,0.426283884421485,0.735327755576098,"ASB4"
"ENSG00000006007",2603.73463702376,0.180766888487481,0.146935671133605,1.23024509360368,0.218605338278457,0.523391669232978,"GDE1"
"ENSG00000006015",386.908775735769,-0.053175308906226,0.320225246675212,-0.166055954233237,0.868112916258852,0.966928225212972,"REX1BD"
"ENSG00000006016",160.452316906975,0.192130228474216,0.492961494173944,0.389746929009473,0.696723690863709,0.901515123296608,"CRLF1"
"ENSG00000006025",160.463406583492,-0.652554449513701,0.315117796725072,-2.07082702499037,0.038374963739417,0.175635896932568,"OSBPL7"
"ENSG00000006042",3151.10977435982,0.00904108798095531,0.0981757526595163,0.0920908445928675,0.926625862498532,0.982441569569209,"TMEM98"
"ENSG00000006047",0.673880264953231,-0.288306756995857,2.10981455378894,-0.136650283541791,0.89130722875074,NA,"YBX2"
"ENSG00000006059",0,NA,NA,NA,NA,NA,"KRT33A"
"ENSG00000006062",258.268778963446,-0.584187742977469,0.273250265699398,-2.13792195766841,0.0325230778016194,0.157172073402478,"MAP3K14"
"ENSG00000006071",0,NA,NA,NA,NA,NA,"ABCC8"
"ENSG00000006116",0.450684746143017,-1.01557481337323,3.11273787639049,-0.326264161552492,0.744224500861996,NA,"CACNG3"
"ENSG00000006118",458.98540697157,-0.549888031250201,0.221087706477743,-2.48719406434097,0.0128755142186386,0.082500755051141,"TMEM132A"
"ENSG00000006125",6730.77886718365,0.080257822106654,0.10852063396912,0.739562783327381,0.459565330948667,0.758560315927388,"AP2B1"
"ENSG00000006128",0.66128073055551,1.96247700003909,3.45793653412284,0.567528345495476,0.570355274101014,NA,"TAC1"
"ENSG00000006194",551.635247266725,0.111690696644508,0.102576489654806,1.08885278703116,0.27621880911667,0.595609711508563,"ZNF263"
"ENSG00000006210",15.8841012169951,0.950280858966635,0.613153845409152,1.54982451155064,0.121183642119826,0.372728345039811,"CX3CL1"
"ENSG00000006282",1394.30895675099,-0.106981510857273,0.168556605753528,-0.634691891065405,0.52562938333392,0.801090628756473,"SPATA20"
"ENSG00000006283",61.3642320498775,-1.17347598854431,0.461216295802614,-2.54430730055237,0.0109494708216471,0.0729496019985713,"CACNA1G"
"ENSG00000006327",587.259201120954,-0.14610467971419,0.321318998772108,-0.454702897346612,0.649322996174016,0.878306286582565,"TNFRSF12A"
"ENSG00000006377",0.186293186425353,0.894699722854172,3.5338115409304,0.253182636507721,0.800127083554548,NA,"DLX6"
"ENSG00000006432",6.99503209019926,-0.21857046968946,0.735154477425697,-0.297312301565287,0.766228090755781,0.930201711861591,"MAP3K9"
"ENSG00000006451",1108.16420749476,-0.569179432910848,0.210673560447994,-2.70171269570086,0.00689833424950163,0.0509393524952868,"RALA"
"ENSG00000006453",212.928764376348,-0.273779328579435,0.157624153528854,-1.73691228438107,0.0824026547626657,0.292621306369607,"BAIAP2L1"
"ENSG00000006459",410.885814318294,0.00560173223477167,0.312433113778127,0.0179293806825794,0.985695190383153,0.995787421289714,"KDM7A"
"ENSG00000006468",210.179164493274,0.0486118233411339,0.406160234261547,0.119686318946306,0.904731638347897,0.976760350375863,"ETV1"
"ENSG00000006530",277.887455661785,0.0331563429838047,0.201427477888571,0.164606851713383,0.869253437901279,0.96723389888146,"AGK"
"ENSG00000006534",1145.46216651212,0.427916517219078,0.262833030576479,1.62809261941133,0.103505248290015,0.338899614871398,"ALDH3B1"
"ENSG00000006555",4.76708315841851,-0.610574924935989,0.81145973616641,-0.752440198475571,0.451786380042082,NA,"TTC22"
"ENSG00000006576",1076.37418478476,-0.416587758401345,0.195871617874967,-2.12684085076211,0.0334333088121105,0.159841826880254,"PHTF2"
"ENSG00000006606",4.01454411368169,-0.433951441443699,0.899318507172213,-0.482533649627874,0.629426900300452,NA,"CCL26"
"ENSG00000006607",957.991889094816,0.595861867756293,0.155049298388418,3.84304781736956,0.000121515781525378,0.00197407910532591,"FARP2"
"ENSG00000006611",0,NA,NA,NA,NA,NA,"USH1C"
"ENSG00000006625",177.304447555595,-0.108719077674053,0.251336103884038,-0.432564506228734,0.665331179842703,0.886171541648877,"GGCT"
"ENSG00000006634",92.842938687114,-0.44834826302881,0.297813123724494,-1.50546845424978,0.132203681248799,0.391521862157561,"DBF4"
"ENSG00000006638",64.0929103692678,-0.485253023094329,0.293980576593785,-1.65062953721884,0.098814243773665,0.329409098538804,"TBXA2R"
"ENSG00000006652",1086.50811752792,-0.0509940535551432,0.218674034841934,-0.23319665543284,0.815608702844966,0.948787136597569,"IFRD1"
"ENSG00000006659",1.43778491344811,-0.485800066706582,1.54315218405899,-0.314810212320583,0.75290575739568,NA,"LGALS14"
"ENSG00000006695",181.541477163383,0.196125339047077,0.20279200162,0.967125613832567,0.333481242409773,0.657518551143358,"COX10"
"ENSG00000006704",291.607449568848,-0.0413723928263386,0.235418959625683,-0.175739425966884,0.860498659865564,0.964385678782766,"GTF2IRD1"
"ENSG00000006712",1114.82190220928,-0.23893199718605,0.129789536019012,-1.84091880219874,0.0656334586159651,0.253441276091373,"PAF1"
"ENSG00000006715",2208.49179423824,-0.139604296366184,0.134201201190143,-1.04026115361208,0.298218586734778,0.620632703216282,"VPS41"
"ENSG00000006740",43.379700039727,-0.0199681066423084,0.379706564359616,-0.052588257661505,0.958059973053803,0.991258332538321,"ARHGAP44"
"ENSG00000006744",938.900417504684,0.251716744507171,0.153812826345849,1.63651335514233,0.101732192935951,0.335076217442312,"ELAC2"
"ENSG00000006747",27.7360544388753,0.203423896658061,0.487468767186987,0.417306523722432,0.676454217386129,0.891462895626115,"SCIN"
"ENSG00000006756",545.414312401993,-0.0147902526935333,0.158859038870828,-0.0931029974665754,0.925821736147739,0.982441569569209,"ARSD"
"ENSG00000006757",168.95903743019,-0.0157230313493819,0.154059171065331,-0.102058392503711,0.91871032648009,0.981008217186771,"PNPLA4"
"ENSG00000006788",11.2024027852827,2.9551955149685,1.06560131448408,2.77326564335114,0.00554967976909519,0.0433438091425194,"MYH13"
"ENSG00000006831",1095.78070752679,0.243868775847948,0.0931895487292191,2.61691122205729,0.00887294152406489,0.0621531004057211,"ADIPOR2"
"ENSG00000006837",75.3675602917904,-0.14819103997358,0.313407822351539,-0.472837719434325,0.63632896119408,0.871628395120926,"CDKL3"
"ENSG00000007001",2.00323736390909,-0.284336816378242,1.40160648895951,-0.202864940065539,0.839240598226832,NA,"UPP2"
"ENSG00000007038",0.887380960584451,0.607937167158628,1.95093899829403,0.311612596647169,0.75533495986411,NA,"PRSS21"
"ENSG00000007047",813.832894191521,-0.0377195285297919,0.175115114802691,-0.215398474153941,0.829456659536189,0.954504254101354,"MARK4"
"ENSG00000007062",2.45626676455035,-0.552454786367062,1.02517399475616,-0.538888802479294,0.589963584050626,NA,"PROM1"
"ENSG00000007080",662.955088766559,0.244243931014471,0.158819829120019,1.53786798769251,0.124080895928223,0.377881660521418,"CCDC124"
"ENSG00000007129",0,NA,NA,NA,NA,NA,"CEACAM21"
"ENSG00000007168",3974.85824788827,0.0515659604175286,0.103629116912172,0.497601079252967,0.618765242905337,0.862021920755507,"PAFAH1B1"
"ENSG00000007171",1.482516982495,-0.538357633932359,1.78161285057695,-0.302174310068553,0.762519186993794,NA,"NOS2"
"ENSG00000007174",2.70167247050387,0.383767754441766,1.02553758959959,0.37421129984285,0.708247117686109,NA,"DNAH9"
"ENSG00000007202",6545.03722366678,0.0244029962073176,0.0920134025214542,0.265211322900788,0.790846672724506,0.939031896450958,"KIAA0100"
"ENSG00000007216",0,NA,NA,NA,NA,NA,"SLC13A2"
"ENSG00000007237",425.112222586833,-0.89577491974893,0.960669066386979,-0.932449009852984,NA,NA,"GAS7"
"ENSG00000007255",130.451959536511,0.270306341064425,0.24207784377318,1.11660917352558,0.26416146757557,0.581467729244202,"TRAPPC6A"
"ENSG00000007264",2.94325916834344,0.130031400370141,0.934552364359532,0.139137629231995,0.889341393582748,NA,"MATK"
"ENSG00000007306",0,NA,NA,NA,NA,NA,"CEACAM7"
"ENSG00000007312",2.07733296226224,0.62734923839477,1.53114289172475,0.409726121438668,0.682006866090577,NA,"CD79B"
"ENSG00000007314",0.779954153372703,-0.684411928395897,2.03050849498616,-0.337064301915448,0.736068427307158,NA,"SCN4A"
"ENSG00000007341",281.675425442917,0.215543122736288,0.241297072710726,0.893268701169396,0.371713294909198,0.690889277941134,"ST7L"
"ENSG00000007350",0,NA,NA,NA,NA,NA,"TKTL1"
"ENSG00000007372",40.4540315259517,0.204825778183915,0.515868221271932,0.39705058334257,0.691330159744968,0.899786595385475,"PAX6"
"ENSG00000007376",258.460977739524,0.120342124124242,0.19997926992834,0.601772994607714,0.547325253544644,0.815889521990779,"RPUSD1"
"ENSG00000007384",1823.38777953572,0.0868116423961546,0.150635484806697,0.57630273841224,0.564410572243096,0.828878881697054,"RHBDF1"
"ENSG00000007392",686.873099124053,-0.103853587504129,0.110148259294834,-0.942852734750394,0.345756233713911,0.668847426848789,"LUC7L"
"ENSG00000007402",23.7963910924727,0.739535745047937,0.519126007460592,1.4245784923501,0.154279080790834,0.430029541829981,"CACNA2D2"
"ENSG00000007516",11.2010825391975,-0.211646905104737,0.707132860684458,-0.299302884750507,0.764708953710026,0.930083544385463,"BAIAP3"
"ENSG00000007520",580.560487206145,0.0714339920939779,0.150649664793228,0.474172924261224,0.635376599462971,0.871090431264425,"TSR3"
"ENSG00000007541",653.546283118955,0.221748122228322,0.164692741641857,1.34643530745598,0.178162170660363,0.466285924314656,"PIGQ"
"ENSG00000007545",622.76848387059,0.16676835041344,0.157636929224023,1.05792691620147,0.29008876287636,0.611547722288702,"CRAMP1"
"ENSG00000007866",1620.52184915199,0.553934442516548,0.156829304498762,3.53208505442884,0.000412296721513249,0.0054218873034322,"TEAD3"
"ENSG00000007908",0,NA,NA,NA,NA,NA,"SELE"
"ENSG00000007923",977.439461349907,-0.0384289987826601,0.147719249313538,-0.260148890285068,0.794748926806292,0.940415020621063,"DNAJC11"
"ENSG00000007933",877.805740707214,0.313996093721054,0.978772381072815,0.320806042132992,0.748357380267637,0.924305684886267,"FMO3"
"ENSG00000007944",345.286662228229,-0.489789588683008,0.152313269946038,-3.21567246804256,0.00130139269503884,0.0137337918072898,"MYLIP"
"ENSG00000007952",10.1687462516428,0.809129418560543,0.573945429759781,1.40976716009255,0.158608446464476,0.437322071744927,"NOX1"
"ENSG00000007968",3.95849086572913,0.162672829285242,0.819707779075403,0.198452220947238,0.842691263396583,NA,"E2F2"
"ENSG00000008018",1517.71752051207,0.0478482421820117,0.110927487474192,0.43134702923064,0.666216059509925,0.886816414616897,"PSMB1"
"ENSG00000008056",17.7167030593017,0.676010992459846,0.458090916667453,1.47571359279012,0.140020795364592,0.405173524981779,"SYN1"
"ENSG00000008083",305.072434597756,0.487460303949112,0.1519220776642,3.20862057341375,0.00133373373207885,0.0140015924366998,"JARID2"
"ENSG00000008086",372.53707879909,-0.172935134663129,0.189034702867421,-0.914832737269498,0.360279445667036,0.680032911767376,"CDKL5"
"ENSG00000008118",6.947918731314,-0.861306451252813,0.797877511327095,-1.07949708949713,0.28036619056351,0.600576643957504,"CAMK1G"
"ENSG00000008128",563.813333715399,0.133368798852198,0.36862660500112,0.361799167620558,0.717502114213202,0.909344878084391,"CDK11A"
"ENSG00000008130",1713.6319552007,0.830141241274029,0.151381734722481,5.48376092264948,4.16377397562036e-08,1.75763718766147e-06,"NADK"
"ENSG00000008196",1.08416182794751,-1.4031580074998,2.31094734597524,-0.607178700952902,0.543732325520758,NA,"TFAP2B"
"ENSG00000008197",0,NA,NA,NA,NA,NA,"TFAP2D"
"ENSG00000008226",8.16270077732332,-0.0171729682254748,0.774008258644441,-0.0221870607111488,0.982298739108047,0.995341452405371,"DLEC1"
"ENSG00000008256",3740.92435461127,1.1968352095672,0.207377584826026,5.77128531307399,7.86691421007071e-09,4.00391079875213e-07,"CYTH3"
"ENSG00000008277",19.3106346175362,-0.0241086848320099,0.474503626457342,-0.0508082203965565,0.959478340410267,0.991258332538321,"ADAM22"
"ENSG00000008282",1985.33227996644,0.286864054947149,0.139658062624355,2.05404578551788,0.0399712605054947,0.180679534207384,"SYPL1"
"ENSG00000008283",526.559923099993,0.0461206747210025,0.140836415788877,0.3274769132874,0.743307201720891,0.922352420745088,"CYB561"
"ENSG00000008294",2928.30789180736,-0.166798729203129,0.135591039369614,-1.23016041457168,0.218637040198695,0.523391669232978,"SPAG9"
"ENSG00000008300",96.2831177707404,0.526617152106864,0.30273044377209,1.73955795639545,0.0819366671964785,0.291576449730903,"CELSR3"
"ENSG00000008311",714.926322098101,1.13782474167182,0.189238855075135,6.01263805585833,1.82528268963087e-09,1.01577929056517e-07,"AASS"
"ENSG00000008323",11.0031983554828,0.405448213126346,0.583999926733711,0.694260726014132,0.48751871590556,0.777082607324987,"PLEKHG6"
